title,url
Old training manual,https://wiki.nanofab.ucsb.edu/wiki/Old_training_manual
Older Publications,https://wiki.nanofab.ucsb.edu/wiki/Older_Publications
Olympus LEXT OLS4000 Confocal uScope - Quick Start,https://wiki.nanofab.ucsb.edu/wiki/Olympus_LEXT_OLS4000_Confocal_uScope_-_Quick_Start
Operating Instructions,https://wiki.nanofab.ucsb.edu/wiki/Operating_Instructions
Optical Film Spectra + Optical Properties (Filmetrics F10-RT-UVX),https://wiki.nanofab.ucsb.edu/wiki/Optical_Film_Spectra_%2B_Optical_Properties_(Filmetrics_F10-RT-UVX)
Optical Film Thickness & Wafer-Mapping (Filmetrics F50),https://wiki.nanofab.ucsb.edu/wiki/Optical_Film_Thickness_%26_Wafer-Mapping_(Filmetrics_F50)
Optical Film Thickness (Filmetrics),https://wiki.nanofab.ucsb.edu/wiki/Optical_Film_Thickness_(Filmetrics)
Optical Film Thickness (Nanometric),https://wiki.nanofab.ucsb.edu/wiki/Optical_Film_Thickness_(Nanometric)
Other Dry Etching Recipes,https://wiki.nanofab.ucsb.edu/wiki/Other_Dry_Etching_Recipes
Oven 4 (Fisher),https://wiki.nanofab.ucsb.edu/wiki/Oven_4_(Fisher)
Oven 4 (Thermo-Fisher HeraTherm),https://wiki.nanofab.ucsb.edu/wiki/Oven_4_(Thermo-Fisher_HeraTherm)
Oven 5 (Labline),https://wiki.nanofab.ucsb.edu/wiki/Oven_5_(Labline)
Ovens - Overview of All Lab Ovens,https://wiki.nanofab.ucsb.edu/wiki/Ovens_-_Overview_of_All_Lab_Ovens
"Ovens 1, 2 & 3 (Labline)","https://wiki.nanofab.ucsb.edu/wiki/Ovens_1,_2_%26_3_(Labline)"
Oxford Etcher - Sample Size Effect on Etch Rate,https://wiki.nanofab.ucsb.edu/wiki/Oxford_Etcher_-_Sample_Size_Effect_on_Etch_Rate
Oxford ICP Etcher (PlasmaPro 100 Cobra),https://wiki.nanofab.ucsb.edu/wiki/Oxford_ICP_Etcher_(PlasmaPro_100_Cobra)
Oxford ICP Etcher - Process Control Data,https://wiki.nanofab.ucsb.edu/wiki/Oxford_ICP_Etcher_-_Process_Control_Data
Oxygen Plasma System Recipes,https://wiki.nanofab.ucsb.edu/wiki/Oxygen_Plasma_System_Recipes
PECV1 Wafer Coating Process Traveler,https://wiki.nanofab.ucsb.edu/wiki/PECV1_Wafer_Coating_Process_Traveler
PECVD 1,https://wiki.nanofab.ucsb.edu/wiki/PECVD_1
PECVD 1 (PlasmTherm 790),https://wiki.nanofab.ucsb.edu/wiki/PECVD_1_(PlasmTherm_790)
PECVD 1 (PlasmaTherm 790),https://wiki.nanofab.ucsb.edu/wiki/PECVD_1_(PlasmaTherm_790)
PECVD 2 (Advanced Vacuum),https://wiki.nanofab.ucsb.edu/wiki/PECVD_2_(Advanced_Vacuum)
PECVD Recipes,https://wiki.nanofab.ucsb.edu/wiki/PECVD_Recipes
PECVD.docx,https://wiki.nanofab.ucsb.edu/wiki/PECVD.docx
PECVD1 Operating Instructions.pdf,https://wiki.nanofab.ucsb.edu/wiki/PECVD1_Operating_Instructions.pdf
PECVD1 Recipes,https://wiki.nanofab.ucsb.edu/wiki/PECVD1_Recipes
PECVD1 Wafer Coating Process,https://wiki.nanofab.ucsb.edu/wiki/PECVD1_Wafer_Coating_Process
PECVD1 Wafer Coating Process Traveler,https://wiki.nanofab.ucsb.edu/wiki/PECVD1_Wafer_Coating_Process_Traveler
PECVD1-(PlasmaTherm 790),https://wiki.nanofab.ucsb.edu/wiki/PECVD1-(PlasmaTherm_790)
PECVD1-SIN Standard Recipe (PlasmaTherm 790),https://wiki.nanofab.ucsb.edu/wiki/PECVD1-SIN_Standard_Recipe_(PlasmaTherm_790)
PECVD1-SiN standard recipe.pdf,https://wiki.nanofab.ucsb.edu/wiki/PECVD1-SiN_standard_recipe.pdf
PECVD1-SiN-standard recipe.pdf,https://wiki.nanofab.ucsb.edu/wiki/PECVD1-SiN-standard_recipe.pdf
Packaging,https://wiki.nanofab.ucsb.edu/wiki/Packaging
Packaging Recipes,https://wiki.nanofab.ucsb.edu/wiki/Packaging_Recipes
Peder Lenvik,https://wiki.nanofab.ucsb.edu/wiki/Peder_Lenvik
Photo-emission & IR Microscope (QFI),https://wiki.nanofab.ucsb.edu/wiki/Photo-emission_%26_IR_Microscope_(QFI)
Photolithography - Improving Adhesion Photoresist Adhesion,https://wiki.nanofab.ucsb.edu/wiki/Photolithography_-_Improving_Adhesion_Photoresist_Adhesion
Photolithography - Manual Edge-Bead Removal Techniques,https://wiki.nanofab.ucsb.edu/wiki/Photolithography_-_Manual_Edge-Bead_Removal_Techniques
Photoluminescence PL Setup (Custom),https://wiki.nanofab.ucsb.edu/wiki/Photoluminescence_PL_Setup_(Custom)
Photomask Ordering Procedure for UCSB Users,https://wiki.nanofab.ucsb.edu/wiki/Photomask_Ordering_Procedure_for_UCSB_Users
Photonics Presentations,https://wiki.nanofab.ucsb.edu/wiki/Photonics_Presentations
Photoresist Spin Coat Benches,https://wiki.nanofab.ucsb.edu/wiki/Photoresist_Spin_Coat_Benches
Plasma Activation (EVG 810),https://wiki.nanofab.ucsb.edu/wiki/Plasma_Activation_(EVG_810)
Plasma Activation Tool (EVG 810),https://wiki.nanofab.ucsb.edu/wiki/Plasma_Activation_Tool_(EVG_810)
Plasma Clean (Gasonics 2000),https://wiki.nanofab.ucsb.edu/wiki/Plasma_Clean_(Gasonics_2000)
Plasma Clean (YES EcoClean),https://wiki.nanofab.ucsb.edu/wiki/Plasma_Clean_(YES_EcoClean)
Plating Bench,https://wiki.nanofab.ucsb.edu/wiki/Plating_Bench
Probe Station & Curve Tracer,https://wiki.nanofab.ucsb.edu/wiki/Probe_Station_%26_Curve_Tracer
Probe Station: I-V Curves with Keithley 2400 and Python Script,https://wiki.nanofab.ucsb.edu/wiki/Probe_Station:_I-V_Curves_with_Keithley_2400_and_Python_Script
Process Group - Billing Instructions,https://wiki.nanofab.ucsb.edu/wiki/Process_Group_-_Billing_Instructions
Process Group - Lab Stocking/Supplies Tasks,https://wiki.nanofab.ucsb.edu/wiki/Process_Group_-_Lab_Stocking/Supplies_Tasks
Process Group - Process Control Data,https://wiki.nanofab.ucsb.edu/wiki/Process_Group_-_Process_Control_Data
Process Group - Remote Fabrication Jobs,https://wiki.nanofab.ucsb.edu/wiki/Process_Group_-_Remote_Fabrication_Jobs
Process Group Interns,https://wiki.nanofab.ucsb.edu/wiki/Process_Group_Interns
Process Group Internships,https://wiki.nanofab.ucsb.edu/wiki/Process_Group_Internships
ProcessGroup: Shipping Samples on Dicing Tape+Frame,https://wiki.nanofab.ucsb.edu/wiki/ProcessGroup:_Shipping_Samples_on_Dicing_Tape%2BFrame
Processing - How Do Iâ€¦,https://wiki.nanofab.ucsb.edu/wiki/Processing_-_How_Do_I%E2%80%A6%3F
Programming a Job,https://wiki.nanofab.ucsb.edu/wiki/Programming_a_Job
PubList2018,https://wiki.nanofab.ucsb.edu/wiki/PubList2018
Publications - 2013-2014,https://wiki.nanofab.ucsb.edu/wiki/Publications_-_2013-2014
Quarter First Layer Instructions,https://wiki.nanofab.ucsb.edu/wiki/Quarter_First_Layer_Instructions
RIE 1,https://wiki.nanofab.ucsb.edu/wiki/RIE_1
RIE 1 (Custom),https://wiki.nanofab.ucsb.edu/wiki/RIE_1_(Custom)
RIE 2,https://wiki.nanofab.ucsb.edu/wiki/RIE_2
RIE 2 (MRC),https://wiki.nanofab.ucsb.edu/wiki/RIE_2_(MRC)
RIE 3,https://wiki.nanofab.ucsb.edu/wiki/RIE_3
RIE 3 (MRC),https://wiki.nanofab.ucsb.edu/wiki/RIE_3_(MRC)
RIE 5,https://wiki.nanofab.ucsb.edu/wiki/RIE_5
RIE 5 (PlasmaTherm SLR),https://wiki.nanofab.ucsb.edu/wiki/RIE_5_(PlasmaTherm_SLR)
RIE 5 (PlasmaTherm),https://wiki.nanofab.ucsb.edu/wiki/RIE_5_(PlasmaTherm)
RIE Etching Recipes,https://wiki.nanofab.ucsb.edu/wiki/RIE_Etching_Recipes
RIE5 - Standard Operating procedure (Cortex Software),https://wiki.nanofab.ucsb.edu/wiki/RIE5_-_Standard_Operating_procedure_(Cortex_Software)
Rapid Thermal Processor (AET RX6),https://wiki.nanofab.ucsb.edu/wiki/Rapid_Thermal_Processor_(AET_RX6)
Rapid Thermal Processor (SSI Solaris 150),https://wiki.nanofab.ucsb.edu/wiki/Rapid_Thermal_Processor_(SSI_Solaris_150)
Research,https://wiki.nanofab.ucsb.edu/wiki/Research
Resistivity Mapper (CDE RESMAP),https://wiki.nanofab.ucsb.edu/wiki/Resistivity_Mapper_(CDE_RESMAP)
S-Cubed Flexi - Operating Procedure,https://wiki.nanofab.ucsb.edu/wiki/S-Cubed_Flexi_-_Operating_Procedure
SEM 1 (JEOL IT800SHL),https://wiki.nanofab.ucsb.edu/wiki/SEM_1_(JEOL_IT800SHL)
SEM Sample Coater (Hummer),https://wiki.nanofab.ucsb.edu/wiki/SEM_Sample_Coater_(Hummer)
SPR220-7 at 3kW various temperature without N2 gas,https://wiki.nanofab.ucsb.edu/wiki/SPR220-7_at_3kW_various_temperature_without_N2_gas
STD SiO2 recipe,https://wiki.nanofab.ucsb.edu/wiki/STD_SiO2_recipe
Services,https://wiki.nanofab.ucsb.edu/wiki/Services
Si Deep RIE,https://wiki.nanofab.ucsb.edu/wiki/Si_Deep_RIE
Si Deep RIE (Bosch Etch),https://wiki.nanofab.ucsb.edu/wiki/Si_Deep_RIE_(Bosch_Etch)
SiN 100C Table-2019,https://wiki.nanofab.ucsb.edu/wiki/SiN_100C_Table-2019
SiO2 Etching Test using CF4/CHF3,https://wiki.nanofab.ucsb.edu/wiki/SiO2_Etching_Test_using_CF4/CHF3
Silicon Deep Etcher (Plasma-Therm SLR),https://wiki.nanofab.ucsb.edu/wiki/Silicon_Deep_Etcher_(Plasma-Therm_SLR)
Solvent Benches,https://wiki.nanofab.ucsb.edu/wiki/Solvent_Benches
Solvent Cleaning Benches,https://wiki.nanofab.ucsb.edu/wiki/Solvent_Cleaning_Benches
Spin Coat Benches,https://wiki.nanofab.ucsb.edu/wiki/Spin_Coat_Benches
Spin Rinse Dryer (SemiTool),https://wiki.nanofab.ucsb.edu/wiki/Spin_Rinse_Dryer_(SemiTool)
Sputter 1 (Custom),https://wiki.nanofab.ucsb.edu/wiki/Sputter_1_(Custom)
Sputter 2 (SFI Endeavor),https://wiki.nanofab.ucsb.edu/wiki/Sputter_2_(SFI_Endeavor)
Sputter 3 (AJA ATC 2000-F),https://wiki.nanofab.ucsb.edu/wiki/Sputter_3_(AJA_ATC_2000-F)
Sputter 3 (ATC 2000-F),https://wiki.nanofab.ucsb.edu/wiki/Sputter_3_(ATC_2000-F)
Sputter 4 (AJA ATC 2200-V),https://wiki.nanofab.ucsb.edu/wiki/Sputter_4_(AJA_ATC_2200-V)
Sputter 4 (ATC 2200-V),https://wiki.nanofab.ucsb.edu/wiki/Sputter_4_(ATC_2200-V)
Sputter 5,https://wiki.nanofab.ucsb.edu/wiki/Sputter_5
Sputter 5 (AJA ATC 2200-V),https://wiki.nanofab.ucsb.edu/wiki/Sputter_5_(AJA_ATC_2200-V)
Sputter 5 (Lesker AXXIS),https://wiki.nanofab.ucsb.edu/wiki/Sputter_5_(Lesker_AXXIS)
Sputtering Recipes,https://wiki.nanofab.ucsb.edu/wiki/Sputtering_Recipes
Staff List,https://wiki.nanofab.ucsb.edu/wiki/Staff_List
Staff Notes,https://wiki.nanofab.ucsb.edu/wiki/Staff_Notes
Step Profilometer (Dektak 6M),https://wiki.nanofab.ucsb.edu/wiki/Step_Profilometer_(Dektak_6M)
Step Profilometer (DektakXT),https://wiki.nanofab.ucsb.edu/wiki/Step_Profilometer_(DektakXT)
Step Profilometer (KLA Tencor P-7),https://wiki.nanofab.ucsb.edu/wiki/Step_Profilometer_(KLA_Tencor_P-7)
Stepper 1,https://wiki.nanofab.ucsb.edu/wiki/Stepper_1
Stepper 1 (GCA 6300),https://wiki.nanofab.ucsb.edu/wiki/Stepper_1_(GCA_6300)
Stepper 1 (GCA 6300) - Standard Operating Procedure,https://wiki.nanofab.ucsb.edu/wiki/Stepper_1_(GCA_6300)_-_Standard_Operating_Procedure
Stepper 1 (GCA 6300) Available chucks,https://wiki.nanofab.ucsb.edu/wiki/Stepper_1_(GCA_6300)_Available_chucks
"Stepper 1 (GCA 6300) Substrate Thickness, Shim Thickness ans Target Thickness","https://wiki.nanofab.ucsb.edu/wiki/Stepper_1_(GCA_6300)_Substrate_Thickness,_Shim_Thickness_ans_Target_Thickness"
Stepper 1 (GCA6300) How to select proper chuck,https://wiki.nanofab.ucsb.edu/wiki/Stepper_1_(GCA6300)_How_to_select_proper_chuck
Stepper 2,https://wiki.nanofab.ucsb.edu/wiki/Stepper_2
Stepper 2 (AutoStep 200),https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(AutoStep_200)
Stepper 2 (AutoStep 200) - Operating Procedure - Piece Parts,https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(AutoStep_200)_-_Operating_Procedure_-_Piece_Parts
Stepper 2 (AutoStep 200) Operating Procedures,https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(AutoStep_200)_Operating_Procedures
Stepper 2 (Autostep 200) - Chuck Selection,https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Chuck_Selection
Stepper 2 (Autostep 200) - Job Programming,https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Job_Programming
Stepper 2 (Autostep 200) - Piece vs. Wafer Programming Differences,https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Piece_vs._Wafer_Programming_Differences
"Stepper 2 (Autostep 200) - Table of Chucks, Shims, Target Thicknesses","https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses"
Stepper 3 (ASML DUV),https://wiki.nanofab.ucsb.edu/wiki/Stepper_3_(ASML_DUV)
Stepper 3 (ASML),https://wiki.nanofab.ucsb.edu/wiki/Stepper_3_(ASML)
Stepper Mask-Making Guidelines (Generic),https://wiki.nanofab.ucsb.edu/wiki/Stepper_Mask-Making_Guidelines_(Generic)
Stepper Recipes,https://wiki.nanofab.ucsb.edu/wiki/Stepper_Recipes
Stepper Reticle Layout (Advanced) - Complex Experiments and Variations,https://wiki.nanofab.ucsb.edu/wiki/Stepper_Reticle_Layout_(Advanced)_-_Complex_Experiments_and_Variations
Stocked Chemical List,https://wiki.nanofab.ucsb.edu/wiki/Stocked_Chemical_List
Strip Annealer,https://wiki.nanofab.ucsb.edu/wiki/Strip_Annealer
Surface Analysis (KLA/Tencor Surfscan),https://wiki.nanofab.ucsb.edu/wiki/Surface_Analysis_(KLA/Tencor_Surfscan)
Surfscan Errors and Workarounds,https://wiki.nanofab.ucsb.edu/wiki/Surfscan_Errors_and_Workarounds
Surfscan SOP for 4inch wafers,https://wiki.nanofab.ucsb.edu/wiki/Surfscan_SOP_for_4inch_wafers
Surfscan SOP for 6inch wafers,https://wiki.nanofab.ucsb.edu/wiki/Surfscan_SOP_for_6inch_wafers
Surfscan SOP for 8inch wafers,https://wiki.nanofab.ucsb.edu/wiki/Surfscan_SOP_for_8inch_wafers
Surfscan SOP for small substrates,https://wiki.nanofab.ucsb.edu/wiki/Surfscan_SOP_for_small_substrates
Surfscan photo,https://wiki.nanofab.ucsb.edu/wiki/Surfscan_photo
Surfscan6200 photos,https://wiki.nanofab.ucsb.edu/wiki/Surfscan6200_photos
Suss Aligners (SUSS MJB-3),https://wiki.nanofab.ucsb.edu/wiki/Suss_Aligners_(SUSS_MJB-3)
Suss MA-6 Backside Alignment QuickStart,https://wiki.nanofab.ucsb.edu/wiki/Suss_MA-6_Backside_Alignment_QuickStart
TEST PAGE,https://wiki.nanofab.ucsb.edu/wiki/TEST_PAGE
THz Physics Presentations,https://wiki.nanofab.ucsb.edu/wiki/THz_Physics_Presentations
Tech Talks Seminar Series,https://wiki.nanofab.ucsb.edu/wiki/Tech_Talks_Seminar_Series
Tencor Flexus Film Stress,https://wiki.nanofab.ucsb.edu/wiki/Tencor_Flexus_Film_Stress
Test Data of Etching SiO2 with CHF3/CF4-Florine ICP Etcher,https://wiki.nanofab.ucsb.edu/wiki/Test_Data_of_Etching_SiO2_with_CHF3/CF4-Florine_ICP_Etcher
Test Data of Etching SiO2 with CHF3/CF4-Fluorine ICP Etcher,https://wiki.nanofab.ucsb.edu/wiki/Test_Data_of_Etching_SiO2_with_CHF3/CF4-Fluorine_ICP_Etcher
Test Data of etching SiO2 with CHF3/CF4,https://wiki.nanofab.ucsb.edu/wiki/Test_Data_of_etching_SiO2_with_CHF3/CF4
Test Data of etching SiO2 with CHF3/CF4-Florine,https://wiki.nanofab.ucsb.edu/wiki/Test_Data_of_etching_SiO2_with_CHF3/CF4-Florine
Test Data of etching SiO2 with CHF3/CF4-Florine ICP Etcher,https://wiki.nanofab.ucsb.edu/wiki/Test_Data_of_etching_SiO2_with_CHF3/CF4-Florine_ICP_Etcher
Test Data of etching SiO2 with CHF3/CF4-ICP1,https://wiki.nanofab.ucsb.edu/wiki/Test_Data_of_etching_SiO2_with_CHF3/CF4-ICP1
Test Data of etching SiO2 with CHF3/CF4/O2,https://wiki.nanofab.ucsb.edu/wiki/Test_Data_of_etching_SiO2_with_CHF3/CF4/O2
Test Data of etching SiO2 with CHF3/CF4/O2 (using this recipe only for Fluorine etch of the underneath layer),https://wiki.nanofab.ucsb.edu/wiki/Test_Data_of_etching_SiO2_with_CHF3/CF4/O2_(using_this_recipe_only_for_Fluorine_etch_of_the_underneath_layer)
Test Page,https://wiki.nanofab.ucsb.edu/wiki/Test_Page
Thermal Evap 1,https://wiki.nanofab.ucsb.edu/wiki/Thermal_Evap_1
Thermal Evap 2 (Solder),https://wiki.nanofab.ucsb.edu/wiki/Thermal_Evap_2_(Solder)
Thermal Evaporation Recipes,https://wiki.nanofab.ucsb.edu/wiki/Thermal_Evaporation_Recipes
Thermal Evaporator 1,https://wiki.nanofab.ucsb.edu/wiki/Thermal_Evaporator_1
Thermal Evaporator 2,https://wiki.nanofab.ucsb.edu/wiki/Thermal_Evaporator_2
Thermal Processing,https://wiki.nanofab.ucsb.edu/wiki/Thermal_Processing
Thermal Processing Recipes,https://wiki.nanofab.ucsb.edu/wiki/Thermal_Processing_Recipes
Tino Sy,https://wiki.nanofab.ucsb.edu/wiki/Tino_Sy
Tom Reynolds,https://wiki.nanofab.ucsb.edu/wiki/Tom_Reynolds
Tony Bosch,https://wiki.nanofab.ucsb.edu/wiki/Tony_Bosch
Tool List,https://wiki.nanofab.ucsb.edu/wiki/Tool_List
Toxic Corrosive Benches,https://wiki.nanofab.ucsb.edu/wiki/Toxic_Corrosive_Benches
Troubleshooting and Recovery,https://wiki.nanofab.ucsb.edu/wiki/Troubleshooting_and_Recovery
Tube Furnace (Tystar 8300),https://wiki.nanofab.ucsb.edu/wiki/Tube_Furnace_(Tystar_8300)
Tube Furnace AlGaAs Oxidation (Linberg),https://wiki.nanofab.ucsb.edu/wiki/Tube_Furnace_AlGaAs_Oxidation_(Linberg)
Tube Furnace AlGaAs Oxidation (Lindberg),https://wiki.nanofab.ucsb.edu/wiki/Tube_Furnace_AlGaAs_Oxidation_(Lindberg)
Tube Furnace Wafer Bonding (Thermco),https://wiki.nanofab.ucsb.edu/wiki/Tube_Furnace_Wafer_Bonding_(Thermco)
Tutorial - How Photomasks are Made,https://wiki.nanofab.ucsb.edu/wiki/Tutorial_-_How_Photomasks_are_Made
Tutorials,https://wiki.nanofab.ucsb.edu/wiki/Tutorials
UCSB NanoFab Microscope Training,https://wiki.nanofab.ucsb.edu/wiki/UCSB_NanoFab_Microscope_Training
UCSB Nanofab Wiki:About,https://wiki.nanofab.ucsb.edu/wiki/UCSB_Nanofab_Wiki:About
UCSB Nanofab Wiki:General disclaimer,https://wiki.nanofab.ucsb.edu/wiki/UCSB_Nanofab_Wiki:General_disclaimer
UCSB Nanofab Wiki:Privacy policy,https://wiki.nanofab.ucsb.edu/wiki/UCSB_Nanofab_Wiki:Privacy_policy
UCSB NetID Login Troubleshooting,https://wiki.nanofab.ucsb.edu/wiki/UCSB_NetID_Login_Troubleshooting
UCSBTEST1Gain4.jpg,https://wiki.nanofab.ucsb.edu/wiki/UCSBTEST1Gain4.jpg
UV Ozone Quick Start,https://wiki.nanofab.ucsb.edu/wiki/UV_Ozone_Quick_Start
UV Ozone Reactor,https://wiki.nanofab.ucsb.edu/wiki/UV_Ozone_Reactor
Unaxis SOP 3-12-2020.docx,https://wiki.nanofab.ucsb.edu/wiki/Unaxis_SOP_3-12-2020.docx
Unaxis SiN100C 300nm-2019,https://wiki.nanofab.ucsb.edu/wiki/Unaxis_SiN100C_300nm-2019
Unaxis Test Recipe Page,https://wiki.nanofab.ucsb.edu/wiki/Unaxis_Test_Recipe_Page
Unaxis VLR Etch - Process Control Data,https://wiki.nanofab.ucsb.edu/wiki/Unaxis_VLR_Etch_-_Process_Control_Data
Unaxis VLR ICP-Etch,https://wiki.nanofab.ucsb.edu/wiki/Unaxis_VLR_ICP-Etch
Unaxis VLR ICP-PECVD,https://wiki.nanofab.ucsb.edu/wiki/Unaxis_VLR_ICP-PECVD
Unaxis wafer coating procedure,https://wiki.nanofab.ucsb.edu/wiki/Unaxis_wafer_coating_procedure
Usage Data and Statistics,https://wiki.nanofab.ucsb.edu/wiki/Usage_Data_and_Statistics
User Accessible Commands,https://wiki.nanofab.ucsb.edu/wiki/User_Accessible_Commands
Vacuum Deposition,https://wiki.nanofab.ucsb.edu/wiki/Vacuum_Deposition
Vacuum Deposition Recipes,https://wiki.nanofab.ucsb.edu/wiki/Vacuum_Deposition_Recipes
Vacuum Oven (YES),https://wiki.nanofab.ucsb.edu/wiki/Vacuum_Oven_(YES)
Vacuum Sealer,https://wiki.nanofab.ucsb.edu/wiki/Vacuum_Sealer
Vapor HF Etch,https://wiki.nanofab.ucsb.edu/wiki/Vapor_HF_Etch
Vapor HF Etch (uETCH),https://wiki.nanofab.ucsb.edu/wiki/Vapor_HF_Etch_(uETCH)
Video Training - Introduction (Internal),https://wiki.nanofab.ucsb.edu/wiki/Video_Training_-_Introduction_(Internal)
Video Training: Hosting with Zoom and GacuhoCast/Panopto,https://wiki.nanofab.ucsb.edu/wiki/Video_Training:_Hosting_with_Zoom_and_GacuhoCast/Panopto
Video Training: Uploading to GauchoCast/Panopto (Internal),https://wiki.nanofab.ucsb.edu/wiki/Video_Training:_Uploading_to_GauchoCast/Panopto_(Internal)
Vraj Mehalana,https://wiki.nanofab.ucsb.edu/wiki/Vraj_Mehalana
Wafer Bonder (Logitech WBS7),https://wiki.nanofab.ucsb.edu/wiki/Wafer_Bonder_(Logitech_WBS7)
Wafer Bonder (Logitech WSB7),https://wiki.nanofab.ucsb.edu/wiki/Wafer_Bonder_(Logitech_WSB7)
Wafer Bonder (SUSS SB6-8E),https://wiki.nanofab.ucsb.edu/wiki/Wafer_Bonder_(SUSS_SB6-8E)
Wafer Cleaver (PELCO Flip-Scribe),https://wiki.nanofab.ucsb.edu/wiki/Wafer_Cleaver_(PELCO_Flip-Scribe)
Wafer Cleaver Recipes (LSD-155LT),https://wiki.nanofab.ucsb.edu/wiki/Wafer_Cleaver_Recipes_(LSD-155LT)
Wafer Coating Process Traveler,https://wiki.nanofab.ucsb.edu/wiki/Wafer_Coating_Process_Traveler
Wafer Coating Process Traveler1,https://wiki.nanofab.ucsb.edu/wiki/Wafer_Coating_Process_Traveler1
Wafer Scanning process Traveler,https://wiki.nanofab.ucsb.edu/wiki/Wafer_Scanning_process_Traveler
Wafer Scanning/Coating Process Traveler ( combined/less detailed),https://wiki.nanofab.ucsb.edu/wiki/Wafer_Scanning/Coating_Process_Traveler_(_combined/less_detailed)
Wafer Toxic Corrosive Bench,https://wiki.nanofab.ucsb.edu/wiki/Wafer_Toxic_Corrosive_Bench
Wafer coating procedure,https://wiki.nanofab.ucsb.edu/wiki/Wafer_coating_procedure
Wafer scanning process traveler,https://wiki.nanofab.ucsb.edu/wiki/Wafer_scanning_process_traveler
Wet Benches,https://wiki.nanofab.ucsb.edu/wiki/Wet_Benches
Wet Etching Recipes,https://wiki.nanofab.ucsb.edu/wiki/Wet_Etching_Recipes
Wet Processing,https://wiki.nanofab.ucsb.edu/wiki/Wet_Processing
White-Light/Phase-Shift Interference Profilometer (Filmetrics Profilm3D),https://wiki.nanofab.ucsb.edu/wiki/White-Light/Phase-Shift_Interference_Profilometer_(Filmetrics_Profilm3D)
Wiki Admin,https://wiki.nanofab.ucsb.edu/wiki/Wiki_Admin
Wire Saw (Takatori),https://wiki.nanofab.ucsb.edu/wiki/Wire_Saw_(Takatori)
XeF2 Etch (Xetch),https://wiki.nanofab.ucsb.edu/wiki/XeF2_Etch_(Xetch)
YES Recipe Screenshots: STD-N2-O2,https://wiki.nanofab.ucsb.edu/wiki/YES_Recipe_Screenshots:_STD-N2-O2
YES Recipe Screenshots: STD-O2,https://wiki.nanofab.ucsb.edu/wiki/YES_Recipe_Screenshots:_STD-O2
YES-150C-Various-Resists,https://wiki.nanofab.ucsb.edu/wiki/YES-150C-Various-Resists
YES-SPR220-Various-Temps,https://wiki.nanofab.ucsb.edu/wiki/YES-SPR220-Various-Temps
